timestamp,open,high,low,close,volume
2011-01-31 14:45:00,21.362,21.42,21.291,21.344,388345
2011-01-31 14:40:00,21.351,21.412,21.295,21.367,556594
2011-01-31 14:35:00,21.343,21.412,21.281,21.344,990541
2011-01-31 14:30:00,21.339,21.412,21.283,21.34,535887
2011-01-31 14:25:00,21.331,21.405,21.268,21.336,406752
2011-01-31 14:20:00,21.323,21.373,21.268,21.321,244118
2011-01-31 14:15:00,21.315,21.389,21.26,21.321,495331
2011-01-31 14:10:00,21.354,21.397,21.268,21.313,323827
2011-01-31 14:05:00,21.346,21.397,21.283,21.346,264976
2011-01-31 14:00:00,21.37,21.424,21.291,21.336,336789
2011-01-31 13:55:00,21.381,21.424,21.314,21.36,191758
2011-01-31 13:50:00,21.377,21.436,21.322,21.375,292994
2011-01-31 13:45:00,21.387,21.436,21.322,21.367,218041
2011-01-31 13:40:00,21.393,21.443,21.314,21.387,260646
2011-01-31 13:35:00,21.393,21.451,21.329,21.383,492614
2011-01-31 13:30:00,21.395,21.443,21.329,21.385,439990
2011-01-31 13:25:00,21.394,21.459,21.339,21.395,510952
2011-01-31 13:20:00,21.385,21.443,21.329,21.393,421911
2011-01-31 13:15:00,21.385,21.456,21.329,21.383,208003
2011-01-31 13:10:00,21.412,21.455,21.329,21.375,217260
2011-01-31 13:05:00,21.393,21.459,21.337,21.406,218849
2011-01-31 13:00:00,21.377,21.451,21.322,21.383,393987
2011-01-31 12:55:00,21.35,21.42,21.299,21.367,302998
2011-01-31 12:50:00,21.349,21.412,21.295,21.344,214069
2011-01-31 12:45:00,21.354,21.42,21.291,21.347,308900
2011-01-31 12:40:00,21.346,21.405,21.26,21.344,698056
2011-01-31 12:35:00,21.377,21.428,21.299,21.344,228171
2011-01-31 12:30:00,21.401,21.443,21.322,21.375,240658
2011-01-31 12:25:00,21.377,21.451,21.306,21.398,315978
2011-01-31 12:20:00,21.432,21.49,21.299,21.374,1386797
2011-01-31 12:15:00,21.37,21.474,21.322,21.429,532838
2011-01-31 12:10:00,21.362,21.451,21.314,21.362,365326
2011-01-31 12:05:00,21.315,21.436,21.26,21.366,841814
2011-01-31 12:00:00,21.284,21.358,21.237,21.309,321369
2011-01-31 11:55:00,21.269,21.35,21.198,21.283,681572
2011-01-31 11:50:00,21.301,21.35,21.221,21.267,732418
2011-01-31 11:45:00,21.265,21.35,21.215,21.306,532291
2011-01-31 11:40:00,21.242,21.335,21.183,21.266,567646
2011-01-31 11:35:00,21.252,21.311,21.19,21.241,709277
2011-01-31 11:30:00,21.277,21.319,21.19,21.251,839521
2011-01-31 11:25:00,21.269,21.327,21.221,21.275,568279
2011-01-31 11:20:00,21.308,21.358,21.221,21.267,1114650
2011-01-31 11:15:00,21.331,21.397,21.26,21.309,1307177
2011-01-31 11:10:00,21.356,21.412,21.283,21.333,689060
2011-01-31 11:05:00,21.416,21.459,21.306,21.358,638079
2011-01-31 11:00:00,21.432,21.482,21.36,21.412,491432
2011-01-31 10:55:00,21.405,21.49,21.345,21.425,498474
2011-01-31 10:50:00,21.474,21.521,21.353,21.398,689152
2011-01-31 10:45:00,21.463,21.536,21.407,21.469,462491
2011-01-31 10:40:00,21.455,21.521,21.399,21.456,656779
2011-01-31 10:35:00,21.439,21.505,21.368,21.453,769178
2011-01-31 10:30:00,21.389,21.49,21.337,21.437,803547
2011-01-31 10:25:00,21.308,21.482,21.244,21.389,2161971
2011-01-31 10:20:00,21.3,21.389,21.244,21.313,1107297
2011-01-31 10:15:00,21.323,21.366,21.214,21.301,1089063
2011-01-31 10:10:00,21.308,21.401,21.252,21.321,607085
2011-01-31 10:05:00,21.339,21.389,21.229,21.306,918507
2011-01-31 10:00:00,21.286,21.428,21.214,21.336,2001105
2011-01-31 09:55:00,21.27,21.366,21.214,21.29,1472540
2011-01-31 09:50:00,21.284,21.381,21.221,21.267,1314256
2011-01-31 09:45:00,21.408,21.459,21.229,21.282,1785819
2011-01-31 09:40:00,21.345,21.505,21.275,21.406,2063100
2011-01-31 09:35:00,21.408,21.467,21.26,21.336,1741416
2011-01-31 09:30:00,21.525,21.645,21.345,21.398,2363157
2011-01-31 09:25:00,21.548,21.591,21.461,21.522,8599
2011-01-31 09:20:00,21.548,21.606,21.499,21.553,3700
2011-01-31 09:15:00,21.563,21.614,21.499,21.546,3200
2011-01-31 09:10:00,21.54,21.606,21.484,21.561,3251
2011-01-31 09:05:00,21.532,21.583,21.476,21.538,3000
2011-01-31 09:00:00,21.517,21.567,21.468,21.522,3674
2011-01-31 08:55:00,21.548,21.591,21.476,21.522,8200
2011-01-31 08:50:00,21.563,21.614,21.492,21.538,3650
2011-01-31 08:45:00,21.602,21.645,21.515,21.569,2200
2011-01-31 08:40:00,21.586,21.645,21.538,21.6,10825
2011-01-31 08:35:00,21.555,21.622,21.438,21.576,10730
2011-01-31 08:30:00,21.532,21.598,21.476,21.546,5175
2011-01-31 08:25:00,21.532,21.575,21.476,21.53,1826
2011-01-31 08:20:00,21.525,21.583,21.476,21.522,1549
2011-01-31 08:15:00,21.525,21.567,21.476,21.522,5926
2011-01-31 08:10:00,21.509,21.567,21.461,21.522,1925
2011-01-31 08:05:00,21.501,21.552,21.453,21.507,1575
2011-01-31 08:00:00,21.494,21.552,21.407,21.476,4286
2011-01-31 07:55:00,21.517,21.56,21.468,21.515,100
2011-01-31 07:50:00,21.494,21.544,21.445,21.491,400
2011-01-31 07:45:00,21.517,21.56,21.468,21.515,1350
2011-01-31 07:35:00,21.517,21.56,21.468,21.515,100
2011-01-31 07:30:00,21.494,21.536,21.445,21.491,400
2011-01-31 07:20:00,21.509,21.552,21.461,21.507,1200
2011-01-31 07:15:00,21.509,21.552,21.461,21.507,600
2011-01-31 07:00:00,21.517,21.56,21.461,21.515,3800
2011-01-31 06:35:00,21.517,21.56,21.468,21.515,100
2011-01-31 05:25:00,21.517,21.56,21.407,21.453,200
2011-01-31 04:40:00,21.494,21.567,21.329,21.375,11535
2011-01-31 04:35:00,21.525,21.567,21.476,21.522,400
2011-01-31 04:30:00,21.494,21.567,21.445,21.522,6930
2011-01-31 04:25:00,21.494,21.536,21.445,21.491,1200
2011-01-31 04:20:00,21.447,21.529,21.329,21.375,5100
2011-01-28 19:55:00,21.463,21.505,21.414,21.46,1700
2011-01-28 19:50:00,21.478,21.521,21.422,21.468,3300
2011-01-28 19:45:00,21.478,21.521,21.414,21.476,1600
2011-01-28 19:30:00,21.47,21.513,21.414,21.46,1300
2011-01-28 19:05:00,21.478,21.521,21.43,21.476,400
2011-01-28 18:55:00,21.478,21.521,21.43,21.476,100
2011-01-28 18:45:00,21.478,21.521,21.43,21.476,200
2011-01-28 18:40:00,21.463,21.505,21.414,21.46,300
2011-01-28 18:35:00,21.463,21.505,21.414,21.46,100
2011-01-28 18:30:00,21.463,21.505,21.414,21.46,210
2011-01-28 18:25:00,21.478,21.521,21.43,21.476,500
2011-01-28 18:15:00,21.486,21.529,21.43,21.484,1129
2011-01-28 18:10:00,21.486,21.529,21.438,21.484,32700
2011-01-28 18:05:00,21.478,21.521,21.414,21.46,3960
2011-01-28 18:00:00,21.47,21.513,21.422,21.468,100
2011-01-28 17:55:00,21.47,21.513,21.422,21.468,100
2011-01-28 17:50:00,21.478,21.521,21.43,21.476,476
2011-01-28 17:45:00,21.47,21.521,21.399,21.445,6445
2011-01-28 17:40:00,21.455,21.529,21.407,21.453,2685
2011-01-28 17:35:00,21.455,21.513,21.407,21.468,300
2011-01-28 17:30:00,21.463,21.505,21.407,21.453,900
2011-01-28 17:25:00,21.47,21.521,21.422,21.468,1685
2011-01-28 17:20:00,21.486,21.529,21.438,21.484,100
2011-01-28 17:15:00,22.322,22.367,21.438,21.484,38795
2011-01-28 17:10:00,21.494,21.536,21.43,21.476,1150
2011-01-28 17:05:00,21.478,21.529,21.43,21.484,1700
2011-01-28 17:00:00,21.486,21.529,21.43,21.476,600
2011-01-28 16:55:00,21.486,21.529,21.438,21.484,8000
2011-01-28 16:50:00,21.486,21.529,21.438,21.484,600
2011-01-28 16:45:00,21.486,21.536,21.438,21.491,97252
2011-01-28 16:40:00,21.486,21.647,21.33,21.484,127485
2011-01-28 16:35:00,21.478,21.641,21.43,21.484,61032
2011-01-28 16:30:00,21.463,21.536,21.407,21.46,224008
2011-01-28 16:25:00,21.463,21.536,21.414,21.476,7010
2011-01-28 16:20:00,21.478,21.549,21.414,21.46,80632
2011-01-28 16:15:00,21.463,21.536,21.407,21.476,48022
2011-01-28 16:10:00,21.494,21.666,21.315,21.484,249230
2011-01-28 16:05:00,21.455,21.666,21.407,21.491,198600
2011-01-28 16:00:00,21.486,22.367,21.399,21.453,44369
2011-01-28 15:55:00,21.486,21.567,21.43,21.491,4440957
2011-01-28 15:50:00,21.439,21.536,21.384,21.484,2580534
2011-01-28 15:45:00,21.432,21.505,21.384,21.441,1474275
2011-01-28 15:40:00,21.416,21.49,21.337,21.437,1366661
2011-01-28 15:35:00,21.375,21.467,21.322,21.414,1443120
2011-01-28 15:30:00,21.363,21.42,21.306,21.375,700794
2011-01-28 15:25:00,21.393,21.459,21.314,21.364,1315899
2011-01-28 15:20:00,21.415,21.459,21.322,21.397,1231034
2011-01-28 15:15:00,21.439,21.482,21.353,21.413,888401
2011-01-28 15:10:00,21.455,21.498,21.376,21.436,950554
2011-01-28 15:05:00,21.451,21.505,21.391,21.45,958267
2011-01-28 15:00:00,21.463,21.513,21.384,21.449,1027868
2011-01-28 14:55:00,21.444,21.505,21.353,21.456,999175
2011-01-28 14:50:00,21.463,21.529,21.384,21.437,678827
2011-01-28 14:45:00,21.435,21.529,21.376,21.464,737717
2011-01-28 14:40:00,21.463,21.509,21.384,21.437,743719
2011-01-28 14:35:00,21.447,21.529,21.384,21.456,1458432
2011-01-28 14:30:00,21.408,21.498,21.36,21.449,795651
2011-01-28 14:25:00,21.374,21.459,21.306,21.412,788696
2011-01-28 14:20:00,21.331,21.428,21.268,21.375,1124150
2011-01-28 14:15:00,21.339,21.389,21.268,21.336,683770
2011-01-28 14:10:00,21.343,21.389,21.252,21.336,998163
2011-01-28 14:05:00,21.377,21.42,21.283,21.339,804279
2011-01-28 14:00:00,21.393,21.455,21.3,21.367,1041850
2011-01-28 13:55:00,21.377,21.451,21.314,21.398,626850
2011-01-28 13:50:00,21.362,21.451,21.314,21.375,955038
2011-01-28 13:45:00,21.307,21.443,21.252,21.36,2373011
2011-01-28 13:40:00,21.308,21.373,21.221,21.305,1475738
2011-01-28 13:35:00,21.308,21.366,21.244,21.298,858857
2011-01-28 13:30:00,21.308,21.373,21.252,21.313,692101
2011-01-28 13:25:00,21.327,21.373,21.244,21.302,642201
2011-01-28 13:20:00,21.315,21.373,21.244,21.321,940704
2011-01-28 13:15:00,21.323,21.373,21.248,21.313,637758
2011-01-28 13:10:00,21.308,21.397,21.252,21.321,912285
2011-01-28 13:05:00,21.385,21.436,21.26,21.306,1085550
2011-01-28 13:00:00,21.463,21.513,21.333,21.391,1037554
2011-01-28 12:55:00,21.501,21.56,21.407,21.46,909223
2011-01-28 12:50:00,21.509,21.591,21.445,21.495,1042040
2011-01-28 12:45:00,21.548,21.598,21.407,21.506,854686
2011-01-28 12:40:00,21.532,21.598,21.445,21.547,1228453
2011-01-28 12:35:00,21.47,21.61,21.414,21.53,1276609
2011-01-28 12:30:00,21.486,21.552,21.407,21.468,1049186
2011-01-28 12:25:00,21.486,21.544,21.422,21.484,1186237
2011-01-28 12:20:00,21.424,21.552,21.36,21.486,2698233
2011-01-28 12:15:00,21.339,21.47,21.283,21.42,1463158
2011-01-28 12:10:00,21.377,21.428,21.283,21.336,1575254
2011-01-28 12:05:00,21.308,21.435,21.206,21.375,2667693
2011-01-28 12:00:00,21.432,21.478,21.237,21.306,2845562
2011-01-28 11:55:00,21.439,21.529,21.36,21.436,1588796
2011-01-28 11:50:00,21.406,21.521,21.329,21.437,2822722
2011-01-28 11:45:00,21.462,21.505,21.337,21.406,1609155
2011-01-28 11:40:00,21.54,21.591,21.407,21.453,2329483
2011-01-28 11:35:00,21.586,21.645,21.492,21.54,1221677
2011-01-28 11:30:00,21.602,21.645,21.499,21.584,1628918
2011-01-28 11:25:00,21.695,21.754,21.553,21.607,1581974
2011-01-28 11:20:00,21.656,21.777,21.608,21.696,2074167
2011-01-28 11:15:00,21.569,21.707,21.511,21.662,1238555
2011-01-28 11:10:00,21.594,21.653,21.492,21.561,1463755
2011-01-28 11:05:00,21.656,21.699,21.507,21.584,2004312
2011-01-28 11:00:00,21.617,21.707,21.553,21.646,1786659
2011-01-28 10:55:00,21.565,21.684,21.484,21.623,2374393
2011-01-28 10:50:00,21.614,21.657,21.484,21.563,1539488
2011-01-28 10:45:00,21.641,21.707,21.515,21.608,2189216
2011-01-28 10:40:00,21.648,21.715,21.553,21.638,1471216
2011-01-28 10:35:00,21.602,21.754,21.538,21.642,2443107
2011-01-28 10:30:00,21.734,21.785,21.546,21.592,3051318
2011-01-28 10:25:00,21.71,21.808,21.654,21.735,1472979
2011-01-28 10:20:00,21.821,21.87,21.646,21.7,3014885
2011-01-28 10:15:00,21.83,21.878,21.747,21.816,1781870
2011-01-28 10:10:00,21.811,21.893,21.739,21.824,3091255
2011-01-28 10:05:00,21.788,21.862,21.638,21.809,5243385
2011-01-28 10:00:00,22.02,22.078,21.731,21.786,3781552
2011-01-28 09:55:00,22.136,22.188,21.955,22.019,3057224
2011-01-28 09:50:00,22.19,22.242,21.94,22.134,4220451
2011-01-28 09:45:00,22.198,22.289,22.117,22.188,3678511
2011-01-28 09:40:00,22.21,22.281,22.063,22.196,2349748
2011-01-28 09:35:00,22.198,22.335,22.141,22.211,2204511
2011-01-28 09:30:00,22.368,22.444,22.141,22.196,4618912
2011-01-28 09:25:00,22.361,22.413,22.311,22.366,30075
2011-01-28 09:20:00,22.33,22.413,22.28,22.366,10385
2011-01-28 09:15:00,22.376,22.421,22.272,22.327,21953
2011-01-28 09:10:00,22.384,22.429,22.303,22.374,128676
2011-01-28 09:05:00,22.392,22.436,22.318,22.382,14470
2011-01-28 09:00:00,22.407,22.452,22.326,22.397,19316
2011-01-28 08:55:00,22.376,22.46,22.326,22.413,91553
2011-01-28 08:50:00,22.353,22.436,22.249,22.389,13600
2011-01-28 08:45:00,22.399,22.46,22.303,22.351,20000
2011-01-28 08:40:00,22.392,22.498,22.334,22.413,114882
2011-01-28 08:35:00,22.384,22.467,22.287,22.405,138179
2011-01-28 08:30:00,22.314,22.467,22.256,22.389,65295
2011-01-28 08:25:00,22.33,22.398,22.233,22.312,52288
2011-01-28 08:20:00,22.299,22.398,22.218,22.335,45955
2011-01-28 08:15:00,22.314,22.359,22.233,22.281,7100
2011-01-28 08:10:00,22.33,22.398,22.233,22.312,36456
2011-01-28 08:05:00,22.307,22.382,22.233,22.335,28045
2011-01-28 08:00:00,22.283,22.444,22.226,22.296,70855
2011-01-28 07:55:00,22.299,22.343,22.226,22.273,200
2011-01-28 07:50:00,22.276,22.32,22.226,22.273,900
2011-01-28 07:45:00,22.337,22.382,22.233,22.281,21920
2011-01-28 07:40:00,22.361,22.413,22.295,22.343,2058
2011-01-28 07:35:00,22.376,22.436,22.318,22.366,7700
2011-01-28 07:30:00,22.399,22.444,22.326,22.397,19055
2011-01-28 07:25:00,22.399,22.444,22.341,22.389,8951
2011-01-28 07:20:00,22.399,22.444,22.349,22.397,500
2011-01-28 07:15:00,22.392,22.46,22.341,22.413,10800
2011-01-28 07:10:00,22.376,22.436,22.326,22.389,5200
2011-01-28 07:05:00,22.376,22.429,22.326,22.382,10300
2011-01-28 07:00:00,22.376,22.444,22.326,22.397,900
2011-01-28 06:50:00,22.399,22.444,22.349,22.397,300
2011-01-28 06:40:00,22.399,22.444,22.349,22.397,300
2011-01-28 06:35:00,22.376,22.421,22.326,22.374,400
2011-01-28 06:30:00,22.384,22.444,22.311,22.358,6100
2011-01-28 06:25:00,22.376,22.421,22.326,22.374,300
2011-01-28 05:45:00,22.415,22.46,22.365,22.413,400
2011-01-28 04:55:00,22.415,22.46,22.365,22.413,300
2011-01-28 04:45:00,22.415,22.491,22.365,22.444,1736
2011-01-28 04:35:00,22.407,22.452,22.357,22.405,100
2011-01-27 19:55:00,22.276,22.328,22.195,22.242,20520
2011-01-27 19:50:00,22.252,22.312,22.202,22.266,2657
2011-01-27 19:45:00,22.276,22.32,22.202,22.258,6900
2011-01-27 19:40:00,22.276,22.32,22.202,22.273,2400
2011-01-27 19:35:00,22.276,22.32,22.202,22.25,5540
2011-01-27 19:30:00,22.276,22.328,22.21,22.258,7931
2011-01-27 19:25:00,22.291,22.343,22.233,22.296,12690
2011-01-27 19:20:00,22.276,22.343,22.226,22.281,3300
2011-01-27 19:15:00,22.268,22.328,22.218,22.281,3250
2011-01-27 19:10:00,22.291,22.335,22.218,22.266,1500
2011-01-27 19:05:00,22.283,22.335,22.218,22.289,9475
2011-01-27 19:00:00,22.283,22.335,22.21,22.258,12502
2011-01-27 18:55:00,22.252,22.312,22.202,22.266,4450
2011-01-27 18:50:00,22.26,22.304,22.202,22.258,12227
2011-01-27 18:45:00,22.252,22.304,22.202,22.258,9794
2011-01-27 18:40:00,22.252,22.304,22.202,22.25,19800
2011-01-27 18:35:00,22.221,22.304,22.148,22.25,39800
2011-01-27 18:30:00,22.214,22.266,22.156,22.211,10650
2011-01-27 18:25:00,22.229,22.273,22.156,22.204,10025
2011-01-27 18:20:00,22.221,22.281,22.171,22.227,10100
2011-01-27 18:15:00,22.229,22.273,22.141,22.196,28856
2011-01-27 18:10:00,22.214,22.398,22.156,22.235,21329
2011-01-27 18:05:00,22.214,22.289,22.133,22.204,40937
2011-01-27 18:00:00,22.276,22.32,22.164,22.211,50771
2011-01-27 17:55:00,22.268,22.335,22.21,22.273,13381
2011-01-27 17:50:00,22.314,22.359,22.171,22.266,92311
2011-01-27 17:45:00,22.307,22.382,22.256,22.312,44500
2011-01-27 17:40:00,22.368,22.421,22.241,22.312,68723
2011-01-27 17:35:00,22.368,22.46,22.287,22.366,90176
2011-01-27 17:30:00,22.291,22.421,22.233,22.358,113791
2011-01-27 17:25:00,22.276,22.335,22.226,22.281,25705
2011-01-27 17:20:00,22.291,22.343,22.226,22.281,49714
2011-01-27 17:15:00,22.26,22.343,22.202,22.281,227711
2011-01-27 17:10:00,22.144,22.32,22.094,22.258,290857
2011-01-27 17:05:00,22.183,22.227,22.094,22.142,179298
2011-01-27 17:00:00,22.198,22.25,22.117,22.188,19935
2011-01-27 16:55:00,22.144,22.235,22.094,22.188,27862
2011-01-27 16:50:00,22.152,22.227,22.094,22.142,39395
2011-01-27 16:45:00,22.214,22.343,22.102,22.149,172615
2011-01-27 16:40:00,22.206,22.382,22.141,22.204,66670
2011-01-27 16:35:00,22.26,22.32,22.156,22.204,46599
2011-01-27 16:30:00,22.252,22.328,22.164,22.266,62173
2011-01-27 16:25:00,22.152,22.297,22.094,22.25,89207
2011-01-27 16:20:00,22.183,22.227,22.094,22.149,98097
2011-01-27 16:15:00,22.276,22.367,22.133,22.18,171611
2011-01-27 16:10:00,22.299,22.408,22.133,22.273,443872
2011-01-27 16:05:00,22.368,22.537,22.233,22.296,787998
2011-01-27 16:00:00,22.33,22.483,22.187,22.374,2644218
2011-01-27 15:55:00,22.167,22.421,22.063,22.366,15169676
2011-01-27 15:50:00,22.655,22.716,22.056,22.165,19292453
2011-01-27 15:45:00,22.601,22.855,22.505,22.653,19437357
2011-01-27 15:40:00,22.353,22.646,22.295,22.598,18814954
2011-01-27 15:35:00,22.337,22.413,22.272,22.351,1539902
2011-01-27 15:30:00,22.33,22.413,22.272,22.339,1935619
2011-01-27 15:25:00,22.279,22.39,22.226,22.335,1964872
2011-01-27 15:20:00,22.221,22.328,22.164,22.274,1861795
2011-01-27 15:15:00,22.229,22.273,22.148,22.211,727683
2011-01-27 15:10:00,22.214,22.304,22.16,22.227,971709
2011-01-27 15:05:00,22.252,22.297,22.153,22.204,1191092
2011-01-27 15:00:00,22.264,22.32,22.187,22.25,793294
2011-01-27 14:55:00,22.293,22.343,22.21,22.265,676628
2011-01-27 14:50:00,22.291,22.367,22.233,22.289,889451
2011-01-27 14:45:00,22.288,22.343,22.218,22.289,483574
2011-01-27 14:40:00,22.283,22.351,22.226,22.281,718006
2011-01-27 14:35:00,22.283,22.343,22.211,22.281,480554
2011-01-27 14:30:00,22.276,22.351,22.218,22.285,895342
2011-01-27 14:25:00,22.314,22.359,22.21,22.273,931948
2011-01-27 14:20:00,22.314,22.39,22.249,22.308,880939
2011-01-27 14:15:00,22.314,22.398,22.249,22.312,1205604
2011-01-27 14:10:00,22.33,22.39,22.249,22.312,684568
2011-01-27 14:05:00,22.345,22.398,22.264,22.335,516613
2011-01-27 14:00:00,22.337,22.398,22.264,22.335,749816
2011-01-27 13:55:00,22.314,22.382,22.264,22.335,188563
2011-01-27 13:50:00,22.33,22.382,22.256,22.312,473517
2011-01-27 13:45:00,22.313,22.398,22.256,22.335,653393
2011-01-27 13:40:00,22.291,22.359,22.233,22.31,802858
2011-01-27 13:35:00,22.299,22.351,22.218,22.281,553231
2011-01-27 13:30:00,22.345,22.398,22.241,22.296,533364
2011-01-27 13:25:00,22.345,22.398,22.287,22.344,336709
2011-01-27 13:20:00,22.359,22.413,22.286,22.343,956523
2011-01-27 13:15:00,22.345,22.421,22.287,22.357,953390
2011-01-27 13:10:00,22.309,22.405,22.249,22.348,1375299
2011-01-27 13:05:00,22.293,22.367,22.226,22.304,959992
2011-01-27 13:00:00,22.301,22.351,22.218,22.296,928815
2011-01-27 12:55:00,22.286,22.351,22.218,22.304,748084
2011-01-27 12:50:00,22.245,22.335,22.187,22.289,734645
2011-01-27 12:45:00,22.229,22.304,22.171,22.24,259184
2011-01-27 12:40:00,22.229,22.304,22.171,22.219,657823
2011-01-27 12:35:00,22.206,22.281,22.141,22.235,720894
2011-01-27 12:30:00,22.229,22.281,22.141,22.2,759098
2011-01-27 12:25:00,22.241,22.289,22.156,22.231,488154
2011-01-27 12:20:00,22.206,22.293,22.133,22.235,555306
2011-01-27 12:15:00,22.175,22.25,22.102,22.204,391040
2011-01-27 12:10:00,22.143,22.227,22.09,22.173,421796
2011-01-27 12:05:00,22.167,22.211,22.079,22.134,419689
2011-01-27 12:00:00,22.128,22.211,22.079,22.158,462144
2011-01-27 11:55:00,22.128,22.204,22.063,22.127,610871
2011-01-27 11:50:00,22.144,22.196,22.056,22.126,528756
2011-01-27 11:45:00,22.16,22.219,22.087,22.142,448964
2011-01-27 11:40:00,22.136,22.219,22.079,22.165,684290
2011-01-27 11:35:00,22.117,22.18,22.048,22.127,480117
2011-01-27 11:30:00,22.132,22.188,22.063,22.111,363613
2011-01-27 11:25:00,22.113,22.18,22.04,22.125,578245
2011-01-27 11:20:00,22.136,22.196,22.063,22.111,388952
2011-01-27 11:15:00,22.136,22.204,22.079,22.134,822343
2011-01-27 11:10:00,22.169,22.227,22.083,22.138,1016128
2011-01-27 11:05:00,22.145,22.227,22.071,22.169,773372
2011-01-27 11:00:00,22.167,22.227,22.086,22.146,728862
2011-01-27 10:55:00,22.144,22.227,22.094,22.169,645702
2011-01-27 10:50:00,22.192,22.242,22.087,22.146,823249
2011-01-27 10:45:00,22.178,22.242,22.117,22.192,577916
2011-01-27 10:40:00,22.159,22.235,22.067,22.18,1454903
2011-01-27 10:35:00,22.202,22.25,22.11,22.161,495961
2011-01-27 10:30:00,22.206,22.258,22.141,22.204,629206
2011-01-27 10:25:00,22.237,22.297,22.141,22.204,616474
2011-01-27 10:20:00,22.221,22.297,22.166,22.235,958055
2011-01-27 10:15:00,22.097,22.266,22.048,22.219,1831859
2011-01-27 10:10:00,22.137,22.184,22.009,22.103,2206411
2011-01-27 10:05:00,22.175,22.219,22.071,22.142,988442
2011-01-27 10:00:00,22.245,22.297,22.079,22.166,1878374
2011-01-27 09:55:00,22.353,22.405,22.094,22.248,2216382
2011-01-27 09:50:00,22.299,22.413,22.249,22.343,842836
2011-01-27 09:45:00,22.376,22.429,22.21,22.296,1351262
2011-01-27 09:40:00,22.33,22.421,22.256,22.374,1649279
2011-01-27 09:35:00,22.283,22.382,22.21,22.327,1018946
2011-01-27 09:30:00,22.26,22.343,22.195,22.281,834477
2011-01-27 09:25:00,22.26,22.405,22.187,22.258,430816
2011-01-27 09:15:00,22.361,22.405,22.311,22.358,2750
2011-01-27 09:10:00,22.353,22.405,22.295,22.358,6500
2011-01-27 09:05:00,22.361,22.413,22.295,22.343,3588
2011-01-27 09:00:00,22.345,22.398,22.295,22.351,900
2011-01-27 08:55:00,22.361,22.405,22.311,22.358,1500
2011-01-27 08:50:00,22.353,22.405,22.303,22.358,1600
2011-01-27 08:45:00,22.353,22.398,22.287,22.351,2882
2011-01-27 08:40:00,22.353,22.405,22.295,22.343,2600
2011-01-27 08:35:00,22.361,22.405,22.295,22.358,1600
2011-01-27 08:30:00,22.368,22.429,22.303,22.358,9600
2011-01-27 08:25:00,22.384,22.436,22.326,22.374,6543
2011-01-27 08:20:00,22.384,22.429,22.334,22.382,600
2011-01-27 08:15:00,22.376,22.421,22.326,22.374,1500
2011-01-27 08:10:00,22.384,22.429,22.334,22.382,1700
2011-01-27 08:05:00,22.368,22.421,22.318,22.374,850
2011-01-27 08:00:00,22.376,22.436,22.311,22.366,5100
2011-01-27 07:45:00,22.384,22.429,22.334,22.382,700
