,pair,coint_score,pvalue
1283,"('BLDR', 'LOW')",-3.9882777316567855,0.007462516132807226
3990,"('F', 'MKTX')",-3.9870453325183246,0.007492649976366705
4577,"('JKHY', 'MCO')",-3.9864414681362663,0.007507455291788381
5451,"('ROK', 'WDAY')",-3.9863217867399916,0.007510392723768931
4333,"('HES', 'WTW')",-3.98610407050626,0.007515738956407653
4584,"('JKHY', 'NEM')",-3.98597214037182,0.007518980297431808
2478,"('CAG', 'TPR')",-3.985929562432394,0.007520026647467429
2191,"('CVX', 'PYPL')",-3.98483746940948,0.0075469096585637566
3746,"('EG', 'FFIV')",-3.9841809986709675,0.00756311102490597
1357,"('CHRW', 'DHI')",-3.9839633252083337,0.007568490012116089
2066,"('CVX', 'GPC')",-3.9826411832165,0.007601235951661629
1485,"('COF', 'ISRG')",-3.982520023649444,0.007604243128529441
3192,"('ENPH', 'KIM')",-3.9818646853313706,0.007620527195275308
479,"('AMCR', 'DVN')",-3.980759907130611,0.007648050242408473
384,"('ARE', 'MCHP')",-3.9796276949823293,0.007676349638979123
3371,"('EOG', 'NCLH')",-3.9788969714591707,0.007694663968224921
4669,"('JKHY', 'V')",-3.978481506834939,0.007705094418113974
876,"('ADM', 'FOX')",-3.97839058720714,0.00770737869931377
634,"('APH', 'NTAP')",-3.977429828785951,0.007731554275923043
290,"('AMD', 'FIS')",-3.976943233703493,0.007743824512364163
5338,"('POOL', 'RMD')",-3.9767667122493497,0.007748280103377554
2512,"('COO', 'LOW')",-3.9766460090014797,0.007751328112012658
113,"('AOS', 'HAL')",-3.975944888201491,0.007769054237749897
4094,"('GIS', 'NEE')",-3.974632250163785,0.007802339266147913
2659,"('DAY', 'PKG')",-3.9745214921011773,0.0078051536639290615
940,"('ATO', 'MMC')",-3.9740112050067995,0.00781813203364356
1491,"('COF', 'WFC')",-3.973818940720895,0.007823027018710859
1348,"('CHRW', 'COO')",-3.973526374352542,0.007830480956283348
5508,"('SNA', 'VMC')",-3.973507687501169,0.00783095727271622
271,"('ADBE', 'ORCL')",-3.9734681329633683,0.007831965579788944
2104,"('CVX', 'IRM')",-3.973426562549205,0.007833025400688266
1178,"('BX', 'IEX')",-3.973229395341977,0.007838053857765917
4070,"('GEV', 'LULU')",-3.972724977389746,0.007850931520950203
4260,"('HES', 'MMC')",-3.972081156614899,0.00786739577456714
5358,"('PPL', 'TMUS')",-3.9719755826362637,0.007870098553771626
3433,"('EPAM', 'MAR')",-3.9718897932287525,0.007872295447545984
5242,"('PCAR', 'CRM')",-3.971791490308526,0.007874813465893544
1221,"('BSX', 'EBAY')",-3.971698652852874,0.007877192152673749
3446,"('EFX', 'IQV')",-3.9712193827578095,0.007889482331498159
1384,"('CHRW', 'IEX')",-3.9709538972699114,0.007896297744407697
4573,"('JKHY', 'MRNA')",-3.9706874036765023,0.007903144366569104
4969,"('MET', 'WDC')",-3.9702629649130037,0.007914059871844849
689,"('ANSS', 'CRM')",-3.9700864639286344,0.007918603030036744
5126,"('MSCI', 'PYPL')",-3.9698839571104565,0.007923818473512484
3614,"('ERIE', 'OTIS')",-3.96984692146155,0.007924772639142055
4687,"('JKHY', 'WDAY')",-3.969758930167041,0.007927040012118174
2681,"('DELL', 'JBHT')",-3.9697305771962004,0.007927770740133974
2129,"('CVX', 'LIN')",-3.9695277620776475,0.00793299956871576
1886,"('CNC', 'UNH')",-3.9690321160798723,0.007945791009809834
5332,"('PM', 'WST')",-3.968834987117266,0.007950883595784712
4305,"('HES', 'STE')",-3.968472956195203,0.00796024387437947
4927,"('MTCH', 'MTD')",-3.968363282726612,0.00796308142915267
3911,"('FSLR', 'SRE')",-3.9677533201117607,0.007978879458907273
4447,"('PODD', 'NRG')",-3.9673756446962285,0.007988675384090455
2931,"('ETN', 'PRU')",-3.967339362680376,0.007989617015469274
5620,"('TRV', 'TSN')",-3.9670169524631116,0.007997988953603997
5025,"('MRNA', 'REGN')",-3.966664401517087,0.008007152582642106
501,"('AEP', 'WST')",-3.9662979476670497,0.008016687593508858
364,"('ALB', 'CLX')",-3.9660744554272838,0.008022507803768245
3796,"('EXPE', 'DIS')",-3.965499536906032,0.008037497371171232
2688,"('DVN', 'DOW')",-3.965100864465327,0.008047906552003367
928,"('T', 'SWKS')",-3.964391897869922,0.00806644735734517
5430,"('RSG', 'WEC')",-3.964382476748074,0.008066693995846587
1519,"('CARR', 'GIS')",-3.9642950503336554,0.008068983082966647
1527,"('CARR', 'LDOS')",-3.9641031221561143,0.008074010391067052
4197,"('HAL', 'MTB')",-3.9638041313280485,0.008081847679697534
2050,"('CVX', 'FSLR')",-3.9633710445570283,0.008093212090630054
4418,"('IDXX', 'PLD')",-3.962589911435471,0.008113745761177385
4746,"('KEY', 'PNR')",-3.9623286912793607,0.008120622912002997
2936,"('ETN', 'TT')",-3.9622608908982686,0.00812240875147292
5566,"('TSCO', 'TYL')",-3.9622382603303317,0.00812300491172692
526,"('AIG', 'KKR')",-3.9622191883989366,0.008123507356875124
1986,"('CVX', 'CMS')",-3.962151184480497,0.008125299130237806
55,"('AOS', 'CME')",-3.9615699263948296,0.008140628680709696
4963,"('MET', 'STT')",-3.9612065734726167,0.008150224614478898
2789,"('D', 'EMN')",-3.9610226957250236,0.008155084591777991
111,"('AOS', 'GPN')",-3.9608441158782695,0.008159807037653477
2162,"('CVX', 'NTAP')",-3.9604090973617865,0.008171321157529
4701,"('JCI', 'LH')",-3.9603591373309226,0.008172644440301212
2749,"('DLTR', 'F')",-3.9598027275236882,0.008187395001809969
4257,"('HES', 'LKQ')",-3.9597319703409872,0.008189272507043616
1039,"('AVB', 'ITW')",-3.959456978353524,0.008196572953994135
1216,"('BA', 'RL')",-3.958843670699058,0.008212876040871337
942,"('ATO', 'PM')",-3.9582177284008186,0.008229545044189369
493,"('AEE', 'RSG')",-3.958190702953354,0.008230265423315482
4243,"('HES', 'HUBB')",-3.9580079260467307,0.008235138937379179
4261,"('HES', 'MLM')",-3.957933924118037,0.008237112842635374
4623,"('JKHY', 'RCL')",-3.9573751542881768,0.00825203103949632
2710,"('DXCM', 'ISRG')",-3.9573343586726897,0.008253121163417629
1162,"('BLK', 'MSCI')",-3.957295116737567,0.008254169892689973
2008,"('CVX', 'DELL')",-3.9572935670855,0.008254211309148522
1977,"('CVX', 'CB')",-3.9572800507524986,0.008254572558575469
1421,"('CHRW', 'PCG')",-3.9571981260289872,0.008256762455125284
4316,"('HES', 'UPS')",-3.957055267876322,0.008260582388002353
130,"('AOS', 'INTU')",-3.956942728564739,0.00826359273378311
2079,"('CVX', 'HPE')",-3.9569312603312645,0.008263899556160954
656,"('APH', 'SW')",-3.9566728966824374,0.008270814560573813
4807,"('LII', 'MSCI')",-3.956563733050365,0.008273737846458531
899,"('ADM', 'PHM')",-3.9559733980505865,0.008289562488841728
4280,"('HES', 'PARA')",-3.9557923314446057,0.008294421647360273
4469,"('INTC', 'ULTA')",-3.955642435784693,0.008298446229937466
2090,"('CVX', 'IBM')",-3.9554915260868264,0.008302499811816381
5230,"('ORCL', 'RMD')",-3.9554554451394663,0.008303469244915452
299,"('AMD', 'LEN')",-3.9554111922147652,0.008304658383941893
4231,"('HSIC', 'KEYS')",-3.9553719796850397,0.008305712208302937
4265,"('HES', 'MCD')",-3.9552440690068553,0.008309150603041637
2752,"('DLTR', 'GD')",-3.9550548626427213,0.008314239046578568
115,"('AOS', 'HPE')",-3.9550104488615103,0.008315433899653198
3655,"('ERIE', 'SO')",-3.95492619780389,0.008317700909325588
1565,"('CBRE', 'CPAY')",-3.954776014555482,0.008321743386271542
198,"('AOS', 'PEG')",-3.9546001997371314,0.008326478030926924
5041,"('MOH', 'MS')",-3.9545528669182426,0.008327753104309242
2797,"('D', 'FE')",-3.954196356718086,0.008337362581614414
459,"('GOOGL', 'ED')",-3.953898091793923,0.008345409754846237
4223,"('DOC', 'MCHP')",-3.9537211924362605,0.008350185788255545
1167,"('BLK', 'NOW')",-3.9531209089956856,0.008366410912357503
176,"('AOS', 'ORLY')",-3.952936043799427,0.00837141335646684
1831,"('CNC', 'REG')",-3.952784378537469,0.008375519418906128
4283,"('HES', 'PNR')",-3.9524731038152074,0.00838395228826759
166,"('AOS', 'MSCI')",-3.9516744846085348,0.00840562291540537
354,"('ABNB', 'TEL')",-3.950927721902845,0.0084259319332175
1353,"('CHRW', 'DELL')",-3.9507196584815136,0.008431598290602456
3044,"('EBAY', 'VRSN')",-3.9502531534113947,0.008444315442058642
2017,"('CVX', 'D')",-3.9501547948160476,0.008446998943242846
219,"('AOS', 'TGT')",-3.9498247946236242,0.00845600788209363
1534,"('CARR', 'PHM')",-3.949740247196582,0.00845831739854861
606,"('APH', 'GILD')",-3.9495595183223253,0.008463256129496239
2204,"('CVX', 'PRU')",-3.9494422174825483,0.00846646296531192
5008,"('MU', 'ZTS')",-3.949206953652757,0.008472898029760504
5109,"('MOS', 'SLB')",-3.948753383081665,0.00848531674217602
2112,"('CVX', 'KVUE')",-3.948725012830897,0.008486094059629553
183,"('AOS', 'PANW')",-3.9485053487485207,0.008492114808651162
1339,"('CHRW', 'CAT')",-3.9483106866381164,0.008497453488048121
4575,"('JKHY', 'MPWR')",-3.9481621353532868,0.008501529589283097
2559,"('CSGP', 'OTIS')",-3.9479086085681225,0.008508490171889836
1208,"('BA', 'C')",-3.947715819174369,0.008513786634318855
1531,"('CARR', 'OMC')",-3.946372973436986,0.008550760580967081
2781,"('DLTR', 'TKO')",-3.9460769327245613,0.008558931149044376
2836,"('D', 'PSA')",-3.9459641508758576,0.008562045712816975
2524,"('GLW', 'KEYS')",-3.945644862044898,0.008570868657891707
4158,"('GPC', 'TSCO')",-3.9453772345977227,0.008578270327406977
5216,"('OXY', 'TGT')",-3.9451662403100745,0.0085841097616271
4521,"('INVH', 'TRV')",-3.944071195405988,0.008614473375072498
5288,"('PARA', 'WELL')",-3.943960026537605,0.00861756127262049
4525,"('IQV', 'TGT')",-3.943854619894727,0.008620490032833493
2269,"('CVX', 'URI')",-3.9436739297514816,0.00862551265058223
1101,"('BAC', 'DAL')",-3.943104399081836,0.008641361010374738
461,"('GOOGL', 'LULU')",-3.942591212600168,0.008655663865725773
1005,"('AZO', 'COO')",-3.9419911451693364,0.008672415106207873
2673,"('DE', 'IBM')",-3.9418809197947433,0.008675495275515007
4274,"('HES', 'NI')",-3.9418643017364325,0.008675959740464053
2206,"('CVX', 'PTC')",-3.9418247929717625,0.008677064076812924
2203,"('CVX', 'PLD')",-3.941789837859186,0.008678041236150246
4259,"('HES', 'MKTX')",-3.941129060514709,0.008696531656328195
776,"('ACGL', 'FFIV')",-3.9409763103669926,0.00870081106743997
3547,"('ERIE', 'INVH')",-3.9408591169753056,0.008704095610523377
157,"('AOS', 'MET')",-3.9402006523224324,0.008722570900429223
2819,"('D', 'MGM')",-3.939569827088854,0.008740303687248966
2373,"('CFG', 'DAL')",-3.93944905785779,0.00874370225379898
2185,"('CVX', 'PKG')",-3.9391934125952135,0.008750900279411054
2911,"('DUK', 'ROST')",-3.9388853633402943,0.008759580872921263
3750,"('EG', 'FCX')",-3.938271993554124,0.008776888184126698
4139,"('GPC', 'OTIS')",-3.938153740487269,0.008780228429690447
5246,"('PCAR', 'SW')",-3.9380140311948746,0.008784176210484782
5456,"('ROL', 'WEC')",-3.9372643544157295,0.008805387129207731
3733,"('ESS', 'TRV')",-3.936634126850782,0.008823253968769838
4194,"('HAL', 'JBHT')",-3.936350800524338,0.008831296814194584
3058,"('EW', 'GD')",-3.936095955134828,0.008838536784249318
548,"('AWK', 'ANET')",-3.93568962297868,0.008850091397462246
2063,"('CVX', 'GNRC')",-3.9351117251404806,0.008866548061698632
1930,"('CF', 'MCD')",-3.9351033103736333,0.008866787889746965
4317,"('HES', 'VTR')",-3.9346610342521906,0.008879401332105134
2838,"('D', 'O')",-3.9344019754132913,0.00888679700434548
3459,"('EQR', 'EXR')",-3.9343528435012964,0.008888200256906169
5308,"('PAYX', 'VRSK')",-3.934350004930107,0.008888281335181804
2077,"('CVX', 'HSIC')",-3.933770866658293,0.008904837179518989
664,"('APH', 'VTR')",-3.93347255841519,0.008913375716818283
786,"('ACGL', 'FCX')",-3.9333968625227795,0.008915543543634054
3738,"('ESS', 'VICI')",-3.933299967190471,0.00891831918359141
1649,"('CNC', 'ECL')",-3.9330555815027544,0.008925323239468626
4513,"('ISRG', 'NTRS')",-3.9329155145534695,0.00892933976051819
1131,"('TECH', 'DTE')",-3.932763929136104,0.008933688408698702
1153,"('BLK', 'BX')",-3.931563195914995,0.008968201946824893
674,"('APH', 'YUM')",-3.9312018110841964,0.008978612877794459
216,"('AOS', 'SYY')",-3.930706617083561,0.008992896243447292
319,"('AES', 'PSA')",-3.9305828001443754,0.008996470799795288
4702,"('JCI', 'LYV')",-3.9305469466638754,0.0089975061164547
4201,"('HAL', 'RF')",-3.930305199733453,0.00900448966823059
3142,"('ENPH', 'EQT')",-3.929985224726122,0.009013740536531641
4253,"('HES', 'LEN')",-3.929734295598977,0.009021001165642363
3183,"('ENPH', 'IPG')",-3.929416519722501,0.009030203530123935
632,"('APH', 'MCD')",-3.9291883173131628,0.009036817158805529
2228,"('CVX', 'NOW')",-3.9290790127010253,0.009039986499249072
382,"('ARE', 'DOW')",-3.9288599311872985,0.009046341875375301
2628,"('CVS', 'DUK')",-3.928499627982044,0.009056802690327029
4848,"('L', 'MCK')",-3.9281075264382777,0.00906819904092694
3003,"('EBAY', 'NI')",-3.927620533673118,0.009082371285528714
3174,"('ENPH', 'HST')",-3.927237691618818,0.009093526521042408
2073,"('CVX', 'HIG')",-3.9272280679762037,0.009093807092529571
2770,"('DLTR', 'NOC')",-3.9271721569144615,0.009095437299288673
4461,"('INTC', 'OTIS')",-3.9270566127596003,0.009098807066798793
1993,"('CVX', 'CEG')",-3.9268332207245393,0.009105325319148292
5174,"('NTRS', 'RCL')",-3.9267530539125794,0.009107665489776026
5139,"('NDAQ', 'ROK')",-3.926525840463,0.009114301067725164
3939,"('FE', 'LEN')",-3.925994542872963,0.00912983408578901
4686,"('JKHY', 'WTW')",-3.925953308090848,0.009131040617760612
3402,"('EOG', 'SNPS')",-3.9258255893388863,0.009134778582402692
3783,"('EXE', 'MHK')",-3.925190916500928,0.009153374002947214
1482,"('COF', 'FTV')",-3.924467323979449,0.009174616089045623
4917,"('MMC', 'ROST')",-3.924423678313068,0.009175898781332691
4858,"('L', 'NXPI')",-3.924192228757973,0.0091827034846872
2002,"('CVX', 'DHR')",-3.923676089109533,0.009197894474352738
1447,"('CHRW', 'VTRS')",-3.923001043080253,0.009217796375736862
964,"('ADSK', 'KKR')",-3.922697758794796,0.009226750447488654
540,"('AIG', 'TROW')",-3.922621192957427,0.009229012185566973
4405,"('IEX', 'PKG')",-3.922490750216796,0.009232866579813124
44,"('AOS', 'CZR')",-3.922409297226242,0.009235274129369917
4825,"('LIN', 'STE')",-3.92238117020267,0.00923610562549413
2569,"('CSGP', 'ROP')",-3.921752990404172,0.009254693477787465
609,"('APH', 'HPE')",-3.9215833991350126,0.009259717429557652
2055,"('CVX', 'FOXA')",-3.9215617200836244,0.00926035982334703
1245,"('BMY', 'MCK')",-3.920982659849054,0.009277533324787469
4574,"('JKHY', 'MOH')",-3.920497105387601,0.00929195566492724
2600,"('CRWD', 'JPM')",-3.9201977624937325,0.009300857000948412
2412,"('CLX', 'GWW')",-3.9199812617672034,0.009307299681276724
2089,"('CVX', 'HII')",-3.9196823859939744,0.009316200267351134
277,"('AMD', 'BALL')",-3.9192153811370574,0.00933012304097602
4561,"('JKHY', 'MAR')",-3.9188430068038467,0.009341237956932036
4195,"('HAL', 'KEY')",-3.9187427116364097,0.009344233671235335
3517,"('ERIE', 'GPC')",-3.9186129837689334,0.00934810978671601
1147,"('BIIB', 'FCX')",-3.918536279191311,0.009350402306414827
4297,"('HES', 'ROST')",-3.9181014457538055,0.009363407978956965
3113,"('ELV', 'SO')",-3.9176430055355755,0.009377137264405118
1021,"('AZO', 'ON')",-3.917590271381204,0.009378717693178638
1367,"('CHRW', 'FIS')",-3.917330329644561,0.009386511565855469
4044,"('FCX', 'DOC')",-3.917225717254465,0.009389649811804051
2794,"('D', 'EXPD')",-3.9167431428158004,0.009404138634265983
512,"('AIG', 'BLK')",-3.9161652908123923,0.009421514413034007
2856,"('DPZ', 'FI')",-3.91571601319121,0.009435043872921125
2562,"('CSGP', 'PNW')",-3.9151270486202936,0.009452806191505765
53,"('AOS', 'CTAS')",-3.9148396213767143,0.009461485448472846
1115,"('BDX', 'TAP')",-3.9147539744061453,0.009464073054950731
2984,"('EBAY', 'KLAC')",-3.91441766977115,0.009474239778823305
2040,"('CVX', 'ES')",-3.914269241615997,0.009478729975208593
5515,"('SNA', 'WDC')",-3.9141169829387907,0.009483338030960173
5142,"('NDAQ', 'SW')",-3.9136878464108857,0.009496336493689896
3802,"('EXPD', 'SBAC')",-3.91332218067956,0.009507425023081778
3682,"('ERIE', 'UHS')",-3.9130678350874724,0.009515144690033036
3775,"('EXE', 'GIS')",-3.9128994009382576,0.009520259938836284
421,"('ALLE', 'BALL')",-3.912772524970277,0.009524114714989904
2012,"('CVX', 'FANG')",-3.9121245680033256,0.009543822897891014
4321,"('HES', 'VRTX')",-3.911816630568455,0.009553201878346716
2172,"('CVX', 'NCLH')",-3.911200439386353,0.00957199425060028
2616,"('CSX', 'MTB')",-3.911126802366125,0.009574242217424884
2118,"('CVX', 'KKR')",-3.910801011368932,0.00958419352962304
4363,"('HON', 'LII')",-3.9107986539222264,0.009584265571748197
4331,"('HES', 'WST')",-3.910709955066305,0.009586976506602778
1105,"('BAC', 'KEYS')",-3.9105854698808797,0.009590782349412788
1079,"('BKR', 'NRG')",-3.910524878555045,0.009592635276454235
817,"('ACGL', 'MRK')",-3.9100186315055194,0.00960812920797363
28,"('AOS', 'AJG')",-3.9099869886251555,0.009609098396711264
564,"('AME', 'NWSA')",-3.909790754539451,0.00961511079817649
2780,"('DLTR', 'TJX')",-3.909669938541225,0.009618814144884321
624,"('APH', 'KMB')",-3.9092732544830624,0.009630982594236382
2272,"('CVX', 'VTR')",-3.9089671331397566,0.009640382410499127
137,"('AOS', 'K')",-3.9084045594999615,0.009657678307129469
926,"('T', 'PM')",-3.908340343958431,0.009659654329583043
3964,"('FE', 'STLD')",-3.908079863898601,0.0096676734590318
1117,"('BDX', 'TMO')",-3.907916043993895,0.009672719863457899
3242,"('ENPH', 'PRU')",-3.907786792139893,0.009676703076773405
2195,"('CVX', 'PM')",-3.907554511197428,0.00968386507366814
4252,"('HES', 'LW')",-3.90724172662781,0.009693516759887406
3189,"('ENPH', 'J')",-3.907221515895765,0.009694140704392638
3262,"('ENPH', 'TROW')",-3.90706633089165,0.009698932763923553
2405,"('CLX', 'PTC')",-3.9064097834645453,0.009719230183409408
3411,"('EOG', 'TFC')",-3.906391502302313,0.009719795896102402
3798,"('EXPD', 'FAST')",-3.9062414575694135,0.009724440161132242
468,"('GOOG', 'ED')",-3.906085225899024,0.009729278037359018
5472,"('SW', 'SYF')",-3.9050802023239823,0.009760451151300727
2868,"('DPZ', 'TMUS')",-3.9042954981862996,0.00978485263716268
4699,"('JNJ', 'VTR')",-3.903597214230813,0.009806612635646632
3812,"('EXR', 'OMC')",-3.903590815098498,0.00980681224607029
3251,"('ENPH', 'RSG')",-3.903402078479917,0.009812701209449326
2086,"('CVX', 'HPQ')",-3.9033812683662776,0.009813350720555331
2293,"('CVX', 'WDC')",-3.903031184688766,0.009824283060243907
3768,"('ES', 'UBER')",-3.9029820734602874,0.00982581756631132
4534,"('JBHT', 'SNPS')",-3.9027217291119194,0.009833955742768146
2132,"('CVX', 'LOW')",-3.9025896067355816,0.009838088098466124
4697,"('JNJ', 'STE')",-3.9025401425862523,0.009839635574744455
2730,"('DLR', 'TROW')",-3.902270458129513,0.009848076430083638
5104,"('MS', 'VST')",-3.901777732553342,0.009863514976413749
3817,"('XOM', 'FAST')",-3.9016104192090406,0.00986876231780335
4219,"('HCA', 'ROP')",-3.9010861927276417,0.009885219465903237
429,"('ALLE', 'LEN')",-3.900169623077873,0.009914052496021728
2058,"('CVX', 'FCX')",-3.9001239876950815,0.009915490036336195
2052,"('CVX', 'FI')",-3.900060233085989,0.009917498654576236
3118,"('ELV', 'TER')",-3.8994037394688976,0.009938202958574397
158,"('AOS', 'MGM')",-3.899382671945952,0.009938868019475834
77,"('AOS', 'ETN')",-3.899220557643808,0.009943986985380762
5615,"('TT', 'USB')",-3.8990157250880864,0.009950458205322464
311,"('AMD', 'TXT')",-3.897646800826862,0.009993803008853719
91,"('AOS', 'EXR')",-3.8971007783599156,0.010011138974803184
986,"('ADP', 'DASH')",-3.8969771193948644,0.010015068822214765
5081,"('MOH', 'TFC')",-3.896476323188993,0.010030998089683987
3273,"('ENPH', 'USB')",-3.896349547940201,0.010035034132356055
1187,"('BX', 'PYPL')",-3.8962633303850818,0.010037779801189183
5317,"('PYPL', 'ROST')",-3.8962547658398514,0.010038052582823828
4560,"('JKHY', 'MKTX')",-3.895923223703778,0.01004861732751693
4242,"('HES', 'HPQ')",-3.8955672081467996,0.010059972993537279
2262,"('CVX', 'USB')",-3.8955047954216577,0.010061964924940051
2900,"('DTE', 'PYPL')",-3.895462374648485,0.010063319005025849
3985,"('F', 'DOC')",-3.895383335440485,0.010065842387744096
4646,"('JKHY', 'TDY')",-3.8952727047384967,0.01006937530099374
4851,"('L', 'MCHP')",-3.8951635961547337,0.01007286069185822
4258,"('HES', 'LOW')",-3.895119679587097,0.010074263877564793
719,"('AMAT', 'FRT')",-3.8951007377304654,0.010074869145961592
4043,"('FCX', 'GIS')",-3.8948805215757205,0.010081908322189598
2208,"('CVX', 'PHM')",-3.8946311370707183,0.010089885167158029
1265,"('BR', 'JNPR')",-3.894234005792875,0.010102599502072067
4703,"('JCI', 'MA')",-3.89401161538276,0.010109725682081846
4325,"('HES', 'GWW')",-3.8939462929178665,0.010111819699567507
4749,"('KEY', 'RMD')",-3.8938070490551873,0.010116284680970913
5028,"('MRNA', 'UHS')",-3.8936707887582314,0.010120655697071304
5075,"('MOH', 'SYF')",-3.893466785573601,0.01012720295322239
2990,"('EBAY', 'LEN')",-3.8934529499625707,0.010127647128840827
5401,"('PWR', 'SRE')",-3.893348721498006,0.010130993817647241
2192,"('CVX', 'PNR')",-3.8932871725354636,0.010132970567382014
211,"('AOS', 'NOW')",-3.8930648709137388,0.010140113033084227
1921,"('CNP', 'J')",-3.8927842049882426,0.010149137146322927
5621,"('TRV', 'UDR')",-3.8925205030077623,0.010157622363622576
4630,"('JKHY', 'SPG')",-3.892366640587299,0.010162576168143945
5461,"('SLB', 'STLD')",-3.8922636196017724,0.010165894271676567
3397,"('EOG', 'SW')",-3.8917409489338923,0.010182743383984963
810,"('ACGL', 'LDOS')",-3.891624948575558,0.010186486219589149
3222,"('ENPH', 'NVDA')",-3.8915059948083,0.01019032562543468
2042,"('CVX', 'EXPE')",-3.891015680500465,0.010206164883287364
2232,"('CVX', 'SJM')",-3.890963510497289,0.010207851492340901
5602,"('TSCO', 'WDC')",-3.8902846040242203,0.01022982263878467
979,"('ADP', 'CTSH')",-3.890026689731633,0.010238180469629052
5095,"('MOH', 'WDAY')",-3.8899683684629647,0.010240071242423824
2268,"('CVX', 'UPS')",-3.88928945857732,0.01026210442858079
2180,"('CVX', 'OMC')",-3.8884586781907293,0.010289123990644798
2962,"('EBAY', 'GD')",-3.888189742709843,0.010297884211860899
555,"('AMP', 'LII')",-3.888080577307679,0.010301442032190283
207,"('AOS', 'ROST')",-3.8879490955538576,0.010305728624209098
1311,"('BG', 'LDOS')",-3.8878452546435316,0.01030911519019663
2205,"('CVX', 'PEG')",-3.887512958179468,0.010319959062170717
1990,"('CVX', 'CMCSA')",-3.887283301916948,0.010327459415067897
370,"('ALB', 'IR')",-3.8867846563233623,0.010343761462588112
4743,"('KEY', 'MSI')",-3.8864904743458766,0.01035338982550139
4931,"('MTCH', 'SWK')",-3.886431645332641,0.010355316216390619
5496,"('SNA', 'USB')",-3.885574046924806,0.010383435147025133
830,"('ACGL', 'PCG')",-3.8849697499129325,0.010403289756099634
489,"('AEE', 'FSLR')",-3.88475633757227,0.010410309665275695
3484,"('ERIE', 'ESS')",-3.88471165720127,0.010411779900675535
1093,"('BALL', 'LEN')",-3.8837318624207295,0.010444067295143194
2020,"('CVX', 'DHI')",-3.883675924354338,0.010445913328830913
4349,"('HD', 'HBAN')",-3.8836745731269575,0.010445957924809209
2943,"('EBAY', 'EQT')",-3.8829553482888177,0.01046971939329242
504,"('AXP', 'UAL')",-3.8827714573911014,0.01047580244825522
793,"('ACGL', 'DOC')",-3.8825389253102234,0.010483499055435441
5443,"('RMD', 'WAB')",-3.8814105155469925,0.010520920145134992
3437,"('EPAM', 'SYF')",-3.881162014928139,0.010529177091163773
330,"('AFL', 'XOM')",-3.881089529539414,0.010531586657068723
2005,"('CVX', 'DAY')",-3.880689749864101,0.010544885013332958
2953,"('EBAY', 'FSLR')",-3.8805759244060183,0.010548674067318959
5276,"('PARA', 'ROL')",-3.8802206924761213,0.010560506942070861
1247,"('BMY', 'NI')",-3.880156394961255,0.010562649975774935
2093,"('CVX', 'ITW')",-3.8799976662132374,0.01056794206046247
5603,"('TSCO', 'WY')",-3.8798157514012224,0.01057401008802515
2382,"('CFG', 'VST')",-3.8797270530347205,0.01057696987570004
2308,"('CMG', 'HST')",-3.8794354790532863,0.010586704656972612
1550,"('CBOE', 'ED')",-3.879429188423362,0.010586914770323022
3284,"('ENPH', 'GWW')",-3.8793856642152775,0.010588368624475685
4480,"('IFF', 'ZTS')",-3.879015351049613,0.010600745530607998
4995,"('MU', 'STX')",-3.8789099464532946,0.010604270807549264
1050,"('AVB', 'POOL')",-3.878533263260659,0.010616877599140907
5518,"('SNA', 'ZBRA')",-3.8784650563018976,0.010619161771451833
66,"('AOS', 'DECK')",-3.8777752616115464,0.01064228685010721
2844,"('D', 'SWK')",-3.8775251173512855,0.010650683925581968
1928,"('CF', 'HPE')",-3.877305541584969,0.010658059720272967
407,"('ALGN', 'PNC')",-3.877201940451604,0.01066154137972441
5469,"('SRE', 'USB')",-3.8771799499357282,0.010662280531966873
1150,"('BIIB', 'MRNA')",-3.877160276657638,0.010662941835215175
805,"('ACGL', 'KHC')",-3.8770448234650505,0.010666823449635118
2284,"('CVX', 'GWW')",-3.8769215635904968,0.010670968921184576
2599,"('CRWD', 'FFIV')",-3.876857823357539,0.010673113194050232
2665,"('DECK', 'ROST')",-3.876857808269901,0.010673113701656061
2830,"('D', 'NXPI')",-3.876818943556973,0.010674421330636617
2287,"('CVX', 'WMT')",-3.8766606638302057,0.0106797482330604
2160,"('CVX', 'MSCI')",-3.8766304574318133,0.010680765098471939
3849,"('FAST', 'STLD')",-3.8765587077311032,0.01068318082001303
943,"('ATO', 'PPL')",-3.87625001448402,0.010693579690801673
2164,"('CVX', 'NEM')",-3.8761595994258453,0.010696627188923908
2035,"('CVX', 'EQR')",-3.8759585191745978,0.010703407506492551
3254,"('ENPH', 'ROL')",-3.8756519910009644,0.010713750847473042
2221,"('CVX', 'ROST')",-3.875186773414871,0.01072946596218632
948,"('ATO', 'SWKS')",-3.8750148975173997,0.010735277152873583
1157,"('BLK', 'DTE')",-3.8749782729653215,0.010736515805922199
4434,"('IR', 'KIM')",-3.874694644343725,0.01074611252536152
1808,"('CNC', 'PAYC')",-3.8737340276354253,0.01077867234129622
1397,"('CHRW', 'LVS')",-3.8736511942221483,0.01078148407100976
1999,"('CVX', 'CSX')",-3.8732821434717963,0.010794019224151115
2139,"('CVX', 'MLM')",-3.8731525397510564,0.010798424417902219
2175,"('CVX', 'NVR')",-3.8729966637086943,0.010803724723932547
990,"('ADP', 'JNPR')",-3.8729159054359577,0.010806471687118877
